Dates,X,Y
2015-05-13 19:52:00,-122.44776112232,37.7698464875415
2015-05-13 18:30:00,-122.41793796834801,37.726605136966
2015-05-13 18:00:00,-122.40950430935,37.781526271747
2015-05-13 17:55:00,-122.415448759562,37.778293520129
2015-05-13 17:20:00,-122.413298481169,37.7870578243427
2015-05-13 17:00:00,-122.42563513664601,37.7774387764148
2015-05-13 14:45:00,-122.402343659494,37.7811666837563
2015-05-13 14:30:00,-122.458342785599,37.7297752677777
2015-05-13 14:00:00,-122.44506993598,37.733750100739
2015-05-13 14:00:00,-122.48454565961501,37.7351126869922
2015-05-13 13:00:00,-122.434361867112,37.7911511886642
2015-05-13 13:00:00,-122.444854141874,37.7344981112967
2015-05-13 10:00:00,-122.41952036788601,37.764228935718
2015-05-13 09:30:00,-122.419350173229,37.76101609120561
2015-05-13 08:00:00,-122.41714480239901,37.7121502932531
2015-05-13 07:00:00,-122.50863180701401,37.7760694890282
2015-05-13 06:45:00,-122.40738897308701,37.7756106325157
2015-05-13 05:00:00,-122.431046366089,37.7830295716044
2015-05-13 02:22:00,-122.49152431166901,37.7386133211681
2015-05-12 20:30:00,-122.435296235018,37.7520797386707
2015-05-12 19:00:00,-122.50180154774,37.74655644758779
2015-05-12 19:00:00,-122.41913891783501,37.7485731311009
2015-05-12 15:45:00,-122.38911359527201,37.7857281880557
2015-05-12 15:00:00,-122.460646278384,37.771490351432796
2015-05-12 13:00:00,-122.404624464846,37.7260940327505
2015-05-12 12:00:00,-122.449768933547,37.7211298126754
2015-05-12 11:20:00,-122.41133956255699,37.7812707434494
2015-05-12 11:20:00,-122.45134807604299,37.7770889673127
2015-05-12 11:00:00,-122.436464802719,37.780957813257
2015-05-12 10:25:00,-122.440416776429,37.712032933657106
2015-05-12 10:00:00,-122.411499350096,37.7390087220058
2015-05-12 09:30:00,-122.44913811499,37.762084048874605
2015-05-12 09:00:00,-122.44964547844,37.7210803010507
2015-05-12 07:00:00,-122.430467556518,37.7482398314844
2015-05-12 06:00:00,-122.45613595230301,37.7144981006436
2015-05-12 02:00:00,-122.440134716077,37.76460486679321
2015-05-12 01:01:00,-122.40611462810499,37.729697100923204
2015-05-12 01:01:00,-122.40611462810499,37.729697100923204
2015-05-11 20:15:00,-122.403039402863,37.760246570891
2015-05-11 20:00:00,-122.443795899939,37.7752430361844
2015-05-11 19:10:00,-122.475458634529,37.742105499415395
2015-05-11 19:00:00,-122.43078373696501,37.7514479611166
2015-05-11 19:00:00,-122.419000392908,37.7490438282871
2015-05-11 16:00:00,-122.49650544559601,37.7719526452281
2015-05-11 13:56:00,-122.445719575936,37.73640214798711
2015-05-11 13:30:00,-122.408891446553,37.7417881886309
2015-05-11 13:00:00,-122.408891446553,37.7417881886309
2015-05-11 12:39:00,-122.47448776070601,37.748660605623
2015-05-11 12:30:00,-122.41635198735202,37.7816031438671
2015-05-11 11:59:00,-122.40136587194799,37.751307441333296
2015-05-11 09:00:00,-122.495038956885,37.7729927523106
2015-05-11 09:00:00,-122.41534873890801,37.788854205046704
2015-05-11 08:30:00,-122.419308328755,37.75545608348821
2015-05-11 08:00:00,-122.424597699062,37.7575507679091
2015-05-11 08:00:00,-122.443795899939,37.7752430361844
2015-05-11 05:11:00,-122.41242272529,37.7648250318431
2015-05-11 02:13:00,-122.39434785768,37.7499131969111
2015-05-11 01:00:00,-122.45822348408899,37.7877164970154
2015-05-03 21:00:00,-122.40743020918501,37.76382150236329
2015-05-03 18:00:00,-122.378920771859,37.7286119710993
2015-05-03 17:30:00,-122.49748331008699,37.7305883851549
2015-05-03 16:00:00,-122.415654629547,37.7864672409674
2015-05-03 11:30:00,-122.402043557609,37.7971874633378
2015-05-03 11:00:00,-122.411045457719,37.7932951104196
2015-05-03 10:00:00,-122.39907168496599,37.787352867216
2015-05-03 00:40:00,-122.43047083796002,37.79304577203821
2015-05-03 00:01:00,-122.412881694026,37.7634857574552
2015-05-02 22:00:00,-122.447971756065,37.7708850801849
2015-05-02 19:25:00,-122.42164447844699,37.7429970144076
2015-05-02 19:10:00,-122.438695075365,37.7196920262929
2015-05-02 19:00:00,-122.38152848338301,37.7268348144864
2015-05-02 18:45:00,-122.41500253439501,37.7923077304323
2015-05-02 17:00:00,-122.403070886779,37.7877867423496
2015-05-02 16:00:00,-122.40850746137501,37.7910926840668
2015-05-02 15:15:00,-122.477100152783,37.7775535642549
2015-05-02 15:00:00,-122.467626290502,37.7837206881227
2015-05-02 15:00:00,-122.422765653167,37.749549771188
2015-05-02 13:20:00,-122.40283731467899,37.7709621095346
