Dates,X,Y
2015-05-13 00:56:00,-122.475287886078,37.737452716497394
2015-05-03 02:17:00,-122.402849079555,37.7758599616408
2015-05-02 23:10:00,-122.39807475364,37.7300388291294
2015-05-02 19:00:00,-122.465493608312,37.78288900505871
2015-05-02 16:56:00,-122.386812776307,37.7528899958678
2015-05-02 00:54:00,-122.40973877190599,37.770348203545396
2015-05-02 00:12:00,-122.410541166987,37.7709130566165
2015-04-30 00:15:00,-122.39097173455099,37.734015218072294
2015-04-27 13:54:00,-122.400429640823,37.7171464036619
2015-04-17 00:35:00,-122.47752472176902,37.7184336095664
2015-04-16 00:19:00,-122.446472679005,37.775801594391204
2015-04-15 02:48:00,-122.480368298354,37.7484541996522
2015-04-14 22:04:00,-122.39275357357401,37.7788518670227
2015-04-14 21:22:00,-122.421273998758,37.7585000733611
2015-04-13 23:54:00,-122.48854583364,37.7424819209409
2015-04-05 19:31:00,-122.417803355796,37.7684043083075
2015-04-05 06:53:00,-122.387954276497,37.75345361322629
2015-04-04 00:40:00,-122.401846367522,37.7790324136251
2015-04-02 17:44:00,-122.43499478308901,37.76006971065671
2015-04-01 23:20:00,-122.47950231172399,37.771265769233
2015-03-31 22:18:00,-122.399066879624,37.752259473230296
2015-03-22 20:35:00,-122.41029351969,37.7822305870036
2015-03-22 06:32:00,-122.391783602498,37.764141299547795
2015-03-21 07:46:00,-122.477171202607,37.7180137626015
2015-03-20 23:45:00,-122.396374439116,37.79805325280579
2015-03-20 23:35:00,-122.39670853025999,37.79787288559329
2015-03-20 22:46:00,-122.396374439116,37.79805325280579
2015-03-20 22:27:00,-122.39670853025999,37.79787288559329
2015-03-18 09:29:00,-122.401922600299,37.7273891075878
2015-03-17 17:54:00,-122.404011003671,37.7736155134965
2015-03-08 01:44:00,-122.414544668561,37.7572992974101
2015-03-07 22:44:00,-122.411609760643,37.7762209908405
2015-03-07 22:06:00,-122.41952036788601,37.764228935718
2015-03-07 02:12:00,-122.421663206721,37.76257840427029
2015-03-07 00:18:00,-122.44660721495,37.7207231268789
2015-03-05 05:22:00,-122.400983769855,37.7748078532865
2015-03-03 00:58:00,-122.405618998022,37.7785045190918
2015-02-22 02:46:00,-122.42325992746001,37.7571727207066
2015-02-21 23:47:00,-122.440219513694,37.76451741499321
2015-02-21 04:37:00,-122.4345637373,37.784150491588704
2015-02-21 03:29:00,-122.406825183678,37.741054981526
2015-02-20 23:47:00,-122.42414758896099,37.7398702066093
2015-02-17 19:23:00,-122.415464220212,37.7548143096921
2015-02-17 02:15:00,-122.409313111431,37.784347851315104
2015-02-06 23:55:00,-122.422558408222,37.7789043433116
2015-02-06 08:16:00,-122.410768766343,37.7832145190013
2015-02-04 00:47:00,-122.47176229348801,37.7731370565281
2015-02-03 21:37:00,-122.41714480239901,37.7121502932531
2015-01-24 20:06:00,-122.465828621989,37.7408907892304
2015-01-24 00:13:00,-122.409981227769,37.7974004148406
2015-01-21 20:39:00,-122.43209555515399,37.7718957419666
2015-01-19 03:37:00,-122.42234455287901,37.7253958064604
2015-01-19 02:21:00,-122.392625489263,37.729280443217505
2015-01-11 03:27:00,-122.452144682873,37.7818526961918
2015-01-09 22:05:00,-122.365565425353,37.8096707013239
2015-01-09 20:30:00,-122.41029351969,37.7822305870036
2015-01-09 00:38:00,-122.433623421746,37.72623583047221
2015-01-08 18:35:00,-122.40753833231899,37.7657827544276
2015-01-07 17:00:00,-122.40202770694799,37.7862483456629
2015-01-05 00:58:00,-122.428203997155,37.759691691831
2014-12-27 06:16:00,-122.40342467476201,37.7866298699302
2014-12-25 21:47:00,-122.39033107677099,37.7440462461069
2014-12-23 00:01:00,-122.40340479147899,37.775420706711
2014-12-22 19:44:00,-122.41814111943998,37.749829290906
2014-12-12 16:35:00,-122.46379508318701,37.739990732226794
2014-12-12 02:45:00,-122.41093920555201,37.779212259008496
