Dates,X,Y
2015-05-13 17:47:00,-122.38183793030001,37.73110435323621
2015-05-13 17:12:00,-122.40769310852899,37.7801630691196
2015-05-13 14:31:00,-122.449122960735,37.7697840925361
2015-05-13 14:31:00,-122.449122960735,37.7697840925361
2015-05-13 13:19:00,-122.419515708406,37.7634292328496
2015-05-13 13:19:00,-122.419515708406,37.7634292328496
2015-05-13 09:46:00,-122.45353456066002,37.76916629780521
2015-05-13 09:30:00,-122.415508242782,37.7816542806076
2015-05-13 09:00:00,-122.412784096502,37.78486569395261
2015-05-13 05:00:00,-122.431046366089,37.7830295716044
2015-05-12 19:44:00,-122.472707844576,37.777752884469294
2015-05-12 19:44:00,-122.472707844576,37.777752884469294
2015-05-12 19:30:00,-122.428693725184,37.7675315414279
2015-05-12 18:02:00,-122.40785423453801,37.7854922044602
2015-05-12 18:02:00,-122.40785423453801,37.7854922044602
2015-05-12 17:57:00,-122.417028392106,37.7603656931573
2015-05-12 17:04:00,-122.411742515582,37.7858882195106
2015-05-12 16:58:00,-122.427721742614,37.7878087017131
2015-05-12 15:45:00,-122.42249041028,37.7480144418715
2015-05-12 01:01:00,-122.40611462810499,37.729697100923204
2015-05-12 00:10:00,-122.41860971910201,37.7474453071495
2015-05-12 00:01:00,-122.420660609645,37.7900998202351
2015-05-11 22:30:00,-122.40270123025101,37.7302663640551
2015-05-11 19:07:00,-122.386594164927,37.7278183430085
2015-05-11 18:02:00,-122.412933062384,37.7739274524819
2015-05-11 18:02:00,-122.412933062384,37.7739274524819
2015-05-11 17:44:00,-122.405467934272,37.781924110513
2015-05-11 11:30:00,-122.45868018978202,37.748155469233204
2015-05-11 11:20:00,-122.40984578319599,37.7752407085662
2015-05-11 06:44:00,-122.413069926397,37.7820204255866
2015-05-11 01:15:00,-122.41135913835699,37.7764944808779
2015-05-03 19:55:00,-122.413609328985,37.784696907904
2015-05-03 19:51:00,-122.413893155951,37.782346520672995
2015-05-03 19:05:00,-122.415885065788,37.783516056415294
2015-05-03 09:19:00,-122.415929849548,37.7604330003754
2015-05-02 23:15:00,-122.441334183096,37.7925107135302
2015-05-02 22:06:00,-122.409523740653,37.7857602954934
2015-05-02 18:45:00,-122.41500253439501,37.7923077304323
2015-05-02 18:27:00,-122.411071423064,37.7817511307229
2015-05-02 14:50:00,-122.411071423064,37.7817511307229
2015-05-02 00:01:00,-122.41856209710501,37.78418470913029
2015-05-02 00:01:00,-122.41856209710501,37.78418470913029
2015-05-01 19:28:00,-122.387035897704,37.7336026496641
2015-05-01 19:28:00,-122.387035897704,37.7336026496641
2015-05-01 19:28:00,-122.387035897704,37.7336026496641
2015-05-01 17:52:00,-122.425010799925,37.73087816539979
2015-05-01 08:16:00,-122.419814593811,37.7658427213372
2015-05-01 00:35:00,-122.408068345148,37.7839916768161
2015-04-30 23:00:00,-122.422062730264,37.789920001484106
2015-04-30 21:05:00,-122.41792189096701,37.7849295212519
2015-04-30 21:05:00,-122.41792189096701,37.7849295212519
2015-04-30 17:15:00,-122.41029351969,37.7822305870036
2015-04-30 12:00:00,-122.38499993729299,37.7555197453475
2015-04-30 10:00:00,-122.40340479147899,37.775420706711
2015-04-30 09:13:00,-122.408673540372,37.7800574377607
2015-04-29 22:47:00,-122.415858343095,37.7830505366842
2015-04-29 20:23:00,-122.419671780296,37.7650501214668
2015-04-29 20:23:00,-122.419671780296,37.7650501214668
2015-04-29 17:25:00,-122.41584375719,37.7874017655636
2015-04-29 14:16:00,-122.412993783039,37.78556296952871
2015-04-29 13:32:00,-122.40932533873699,37.7201493865195
2015-04-29 13:32:00,-122.40932533873699,37.7201493865195
2015-04-29 13:08:00,-122.412249767634,37.782556330202
2015-04-29 12:45:00,-122.41421780432199,37.7832593295025
2015-04-29 12:28:00,-122.46620466789301,37.7725405391593
2015-04-29 06:06:00,-122.413047972078,37.781911962829795
2015-04-28 15:54:00,-122.415155941054,37.7636979308883
2015-04-28 12:00:00,-122.437810276236,37.7093377378102
2015-04-28 11:30:00,-122.41421780432199,37.7832593295025
2015-04-28 09:37:00,-122.396774160338,37.76512964280121
2015-04-28 00:06:00,-122.423426456738,37.7794522139925
2015-04-27 18:56:00,-122.43686793261699,37.7220486455317
2015-04-27 18:47:00,-122.40738717209801,37.7810688918781
2015-04-27 16:53:00,-122.431289969136,37.7720549755537
2015-04-27 16:33:00,-122.38642068252199,37.7295447729645
2015-04-27 16:23:00,-122.412224164736,37.7820729312029
2015-04-27 12:50:00,-122.417903977564,37.785167087551706
2015-04-27 12:50:00,-122.417903977564,37.785167087551706
2015-04-27 11:37:00,-122.410157073911,37.784297384331204
2015-04-27 09:32:00,-122.41838200860701,37.783258377094896
2015-04-27 00:27:00,-122.43833067235,37.720016290744
2015-04-27 00:01:00,-122.402210107735,37.7281042223657
2015-04-27 00:01:00,-122.402210107735,37.7281042223657
2015-04-19 19:01:00,-122.414056291891,37.7827931071006
2015-04-19 18:32:00,-122.40271259328199,37.783259654397895
2015-04-19 17:33:00,-122.41459383195401,37.7851199839553
2015-04-19 17:33:00,-122.41459383195401,37.7851199839553
2015-04-19 16:34:00,-122.44994204079501,37.7696796386185
2015-04-19 16:34:00,-122.44994204079501,37.7696796386185
2015-04-19 12:49:00,-122.378920771859,37.7286119710993
2015-04-19 12:49:00,-122.378920771859,37.7286119710993
2015-04-19 12:49:00,-122.378920771859,37.7286119710993
2015-04-19 12:29:00,-122.453376250788,37.7687142722405
2015-04-19 12:29:00,-122.453376250788,37.7687142722405
2015-04-19 12:00:00,-122.41848056480801,37.775898446203996
2015-04-19 11:58:00,-122.446143672039,37.7700527182372
2015-04-19 11:58:00,-122.446143672039,37.7700527182372
2015-04-19 11:18:00,-122.453376250788,37.7687142722405
2015-04-19 11:18:00,-122.453376250788,37.7687142722405
2015-04-19 11:18:00,-122.453376250788,37.7687142722405
2015-04-19 09:51:00,-122.41952036788601,37.764228935718
2015-04-19 06:39:00,-122.40340479147899,37.775420706711
2015-04-18 01:46:00,-122.419711251166,37.7545565620279
2015-04-17 21:46:00,-122.431046366089,37.7830295716044
2015-04-17 16:08:00,-122.41903911933001,37.7907880214451
2015-04-17 14:00:00,-122.408068345148,37.7839916768161
2015-04-17 12:28:00,-122.41064966489799,37.7993023103299
